CF	ID	Name
C55H83N17O22	C15718	Pyoverdine I
C21H39N7O11	C15719	Coelichelin
C27H39N3O2	C15720	Lyngbyatoxin
C50H62N12O12S2	C15721	Triostin A
C51H64N12O12S2	C15722	Quinomycin A
C37H56N8O9	C15723	Nostocyclopeptide A1
C40H54N8O9	C15724	Nostocyclopeptide A2
C41H56N8O9	C15725	Nostocyclopeptide A3
C13H28N6O8	C15726	Zwittermicin A
C48H56N10O12S6	C15727	Thiocoraline
C49H71NO12	C15728	Chivosazole A
C48H69NO12	C15729	Chivosazole B
C47H67NO12	C15731	Chivosazole D
C46H65NO12	C15732	Chivosazole E
C41H57NO8	C15733	Chivosazole F
C35H50N8O6S2	C15734	Patellamide A
C37H46N8O6S2	C15735	Patellamide C
C38H48N8O6S2	C15737	Patellamide D
C36H52N8O6S2	C15738	Ascidiacyclamide
C27H42N6O6	C15739	Westiellamide
C33H57N3O9	C15740	Enniatin B
C55H54N16O16S2	C15741	Methylsulfomycin I
C46H72N10O12	C15742	Cyanopeptolin A
C40H63N9O14S	C15743	Cyanopeptolin S
C51H74N8O14	C15750	Aeruginopeptin 917S-C
C30H51N7O7	C15754	Septacidin
C28H49NO8	C15755	Dihydropicromycin
C35H61NO8	C15756	Antibiotic TA
C34H59N3O9	C15757	Enniatin B4
C25H33NO7	C15758	Lankacidin C
C41H50N2O11	C15759	Hedamycin
C25H45NO9	C15760	Pederin
C46H75NO14	C15761	Concanamycin A
C39H63N5O12	C15762	Onnamide A
C48H76O12	C15766	Halstoctacosanolide A
C8H7NO4	C15770	DIBOA
C8H7NO5	C15771	TRIBOA
C14H17NO9	C15772	DIBOA-glucoside
C28H46O4	C15792	3-Dehydroteasterone
C28H48O4	C15793	Typhasterol
C28H50O3	C15801	6-Deoxotyphasterol
C28H50O4	C15802	6-Deoxocastasterone
C28H50O5	C15803	6alpha-Hydroxy-castasterone
C2H3NO2	C15809	Iminoglycine
C40H46FeN6O8S2	C15817	Heme C
C18H28O4	C15818	Soraphen O
C39H61NO14	C15821	Rimocidine
C37H57NO14	C15822	CE-108
C27H41NO6	C15823	Progeldanamycin
C32H51N11O13S	C15824	Cephabacin F3
C43H70O11	C15834	Narasin B
C32H45NO9	C15842	Lipomycin
C27H39NO7	C15846	Isomigrastatin
C47H82O14	C15847	X-206
C46H66N12O9	C15848	Angiotensin III
C40H54N8O8	C15849	Angiotensin IV
C41H62N12O11	C15850	Angiotensin (1-7)
C30H48N8O9	C15852	Angiotensin (1-5)
C7H17N3	C15853	Dehydrospermidine
C46H68O6	C15861	1'-Hydroxy-gamma-carotene glucoside
C41H58O	C15877	Anhydrorhodovibrin
C41H60O2	C15878	Rhodovibrin
C42H60O2	C15881	Spirilloxanthin
C42H58O3	C15884	2-Ketospirilloxanthin
C42H56O4	C15885	"2,2'-Diketospirilloxanthin"
C42H64O2	C15888	"3,4,3',4'-Tetrahydrospirilloxanthin"
C40H60O	C15892	Chloroxanthin
C41H62O	C15895	"3,4-Dihydrospheroidene"
C41H60O	C15900	Spheroidene
C41H62O2	C15902	Hydroxyspheroidene
C41H60O3	C15905	Hydroxyspheroidenone
C40H54	C15910	"1',2'-Dihydrochlorobactene"
C40H54O	C15911	Hydroxychlorobactene
C46H64O6	C15914	Hydroxychlorobactene glucoside
C16H25N5O16P2	C15925	GDP-L-gulose
C41H53N11O12	C15927	Leucokinin I
C40H54O4	C15928	4-Ketomyxol
C6H12O7	C15930	L-Galactonate
C48H70O6	C15935	"(2'S)-Deoxymyxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)"
C48H70O7	C15937	"(3R,2'S)-Myxol 2'-(2,4-di-O-methyl-alpha-L-fucoside)"
C46H66O6	C15940	(2'S)-Deoxymyxol 2'-alpha-L-fucoside
C46H64O8	C15942	"(3S,2'S)-4-Ketomyxol 2'-alpha-L-fucoside"
C40H48	C15943	Isorenieratene
C40H52O3	C15967	Phoenicoxanthin
C21H30O9	C15970	Abscisic acid glucose ester
C15H22O5	C15971	Dihydrophaseic acid
C16H27N4O8P2S	C15976	2-Methyl-1-hydroxypropyl-ThPP
C17H29N4O8P2S	C15978	2-Methyl-1-hydroxybutyl-ThPP
C26H44N7O17P3S	C15980	(S)-2-Methylbutanoyl-CoA
C10H14N2O3	C15986	"2,6-Dihydroxypseudooxynicotine"
C18H37O7P	C15989	"(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate"
C6H17O21P5	C15991	myo-Inositol pentakisphosphate
C27H46O2	C15992	"Cholesterol-5alpha,6alpha-epoxide"
C7H5N5O	C15996	7-Cyano-7-carbaguanine
C5H11NO3S	C15999	L-Methionine (S)-S-oxide
C14H12O	C16014	cis-Stilbene oxide
C14H14O2	C16015	"(+)-(1R,2R)-1,2-Diphenylethane-1,2-diol"
C13H12N4	C16038	"2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine"
C12H22NO12P	C16070	"6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate"
C17H19N4O8P	C16071	"Riboflavin cyclic-4',5'-phosphate"
C8H7N	C16074	Phenylacetonitrile
C50H80N14O14S	C16097	Neurokinin A
C55H79N13O14S2	C16098	Neurokinin B
C44H69N15O9S	C16108	Adrenorphin
C12H21N3O3	C16138	L-Pyrrolysine
C30H42	C16145	"4,4'-Diaponeurosporene"
C36H50O7	C16147	"Glycosyl-4,4'-diaponeurosporenoate"
C51H78O8	C16148	Staphyloxanthin
C10H12N2O2	C16151	"2,6-Dihydroxy-N-methylmyosmine"
C10H6N2O6	C16152	Blue pigment
C14H23N3O15P2	C16153	UDP-L-Ara4N
C15H23N3O16P2	C16154	UDP-L-Ara4FN
C14H20N2O16P2	C16155	UDP-L-Ara4O
C39H64N7O17P3S	C16162	"(9Z,12Z,15Z)-Octadecatrienoyl-CoA"
C39H62N7O17P3S	C16163	"(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA"
C41H64N7O17P3S	C16165	"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA"
C43H66N7O17P3S	C16169	"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA"
C43H70N7O17P3S	C16170	"(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA"
C45H74N7O17P3S	C16171	"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA"
C45H72N7O17P3S	C16172	"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA"
C43H68N7O17P3S	C16173	"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA"
C24H36O2	C16185	"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid ethyl ester"
C6H9O9P	C16186	L-Ascorbate 6-phosphate
C24H22O12	C16191	Malonyldaidzin
C24H22O13	C16192	Malonylgenistin
C10H8O6S2	C16194	"2,6-Naphthalenedisulfonic acid"
C10H8O5S	C16196	"1,2-Dihydroxynaphthalene-6-sulfonate"
C10H8O7S	C16198	(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate
C7H6O6S	C16199	5-Sulfosalicylate
C6H7BO2	C16200	Phenylboronic acid
C10H8O3S	C16202	2-Naphthalenesulfonic acid
C14H8O2	C16207	Anthraquinone
C13H8O2	C16211	"6,7-Benzocoumarin"
C11H8O3	C16212	3-Hydroxy-2-naphthoate
C10H8O2	C16213	"2,3-Dihydroxynaphthalene"
C11H8O5	C16214	"3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate"
C39H70N7O18P3S	C16217	3-Hydroxyoctadecanoyl-CoA
C25H24O12	C16222	Formononetin 7-O-glucoside-6''-O-malonate
C22H24O9	C16223	(-)-Medicocarpin
C25H26O12	C16224	Medicarpin 3-O-glucoside-6'-malonate
C25H24O13	C16231	(-)-Maackiain-3-O-glucosyl-6''-O-malonate
C18H26N5O8PS2	C16238	Lipoyl-AMP
C8H14O2S2	C16241	(R)-Lipoate
C5H8N6O	C16250	MTIC
C28H50O2	C16251	3-epi-6-Deoxocathasterone
C28H48O3	C16252	"(22R,23R)-22,23-Dihydroxycampesterol"
C28H46O3	C16253	"(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one"
C30H42N7O17P3S	C16256	(E)-Cinnamoyl-CoA
C24H42O4	C16258	Petromyzonol
C24H42O7S	C16259	Petromyzonol 24-sulfate
C27H48O6	C16260	Scymnol
C27H48O9S	C16261	5beta-Scymnol sulfate
C13H10O6	C16264	"2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate"
C8H15NO9S	C16265	N-Acetylgalactosamine 4-sulfate
C25H40N7O17P3S	C16268	Cyclopropanecarboxyl-CoA
C46H66O7	C16271	Rhodopinal glucoside
C6H10O4	C16272	3-Hydroxy-5-oxohexanoate
C42H60O4	C16278	R.g.-Keto III
C41H58O2	C16279	Thiothece-474
C41H54O2	C16280	Okenone
C7H7NS	C16281	Thiobenzamide
C40H56O3	C16282	Caloxanthin
C7H7NOS	C16283	Thiobenzamide S-oxide
C40H56O4	C16284	Nostoxanthin
C7H7NO2S	C16285	"Thiobenzamide S,S-dioxide"
C12H22O	C16286	Geosmin
C27H25O16	C16288	"Pelargonidin 3-O-3'',6''-O-dimalonylglucoside"
C27H25O17	C16289	"Cyanidin 3-O-3'',6''-O-dimalonylglucoside"
C27H25O18	C16290	"Delphinidin 3-O-3'',6''-O-dimalonylglucoside"
C42H47O22	C16292	Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C43H49O22	C16293	Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C42H47O23	C16294	Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C43H49O23	C16295	Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C44H51O23	C16296	Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside
C30H27O13	C16297	Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside)
C21H21O11	C16298	Cyanidin 5-O-glucoside
C39H39O21	C16299	Malonylshisonin
C24H23O15	C16301	Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside
C36H43O25	C16303	Ternatin C5
C30H33O20	C16304	Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside
C12H20O4	C16308	Traumatic acid
C6H10O	C16310	3-Hexenal
C12H20O3	C16311	12-Oxo-9(Z)-dodecenoic acid
C36H37O20	C16313	Delphinidin 3-glucoside 5-caffoyl-glucoside
C33H41O22	C16314	"Delphinidin 3,5,3'-triglucoside"
C12H18O3	C16317	(+)-7-Isojasmonic acid
C13H20O3	C16318	(+)-7-Isomethyljasmonate
C9H16O3	C16322	9-Oxononanoic acid
C9H14O	C16323	"3,6-Nonadienal"
C18H28O3	C16325	10-OPDA
C39H64N7O18P3S	C16327	OPC8-CoA
C39H62N7O18P3S	C16328	trans-2-Enoyl-OPC8-CoA
C39H64N7O19P3S	C16329	3-Hydroxy-OPC8-CoA
C39H62N7O19P3S	C16330	3-Oxo-OPC8-CoA
C37H60N7O18P3S	C16331	OPC6-CoA
C37H58N7O18P3S	C16332	trans-2-Enoyl-OPC6-CoA
C37H60N7O19P3S	C16333	3-Hydroxy-OPC6-CoA
C37H58N7O19P3S	C16334	3-Oxo-OPC6-CoA
C35H56N7O18P3S	C16335	OPC4-CoA
C35H54N7O18P3S	C16336	trans-2-Enoyl-OPC4-CoA
C35H56N7O19P3S	C16337	3-Hydroxy-OPC4-CoA
C35H54N7O19P3S	C16338	3-Oxo-OPC4-CoA
C33H52N7O18P3S	C16339	(+)-7-Isojasmonic acid CoA
C40H52	C16340	beta-Isorenieratene
C17H28O	C16343	Heptadecatrienal
C17H28O2	C16344	Heptadecatrienoic acid
C23H38N2O5	C16345	Volicitin
C36H37O17	C16349	Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)
C11H15N4O6	C16352	7-Methylxanthosine
C42H47O25	C16354	Albireodelphin
C6H6N4O2	C16358	1-Methylxanthine
C6H6N4O3	C16359	1-Methyluric acid
C7H8N4O3	C16360	"3,7-Dimethyluric acid"
C8H10N4O3	C16361	"1,3,7-Trimethyluric acid"
C7H12N4O3	C16362	"3,6,8-Trimethylallantoin"
C2H6N2O	C16363	N-Methylurea
C30H27O15	C16367	Delphinidin 3-O-(6-caffeoyl-beta-D-glucoside)
C30H27O12	C16368	Pelargonidin 3-(6-p-coumaroyl)glucoside
C30H27O14	C16370	Delphinidin 3-(6-p-coumaroyl)glucoside
C36H37O18	C16371	Pelargonidin 3-glucoside 5-caffeoylglucoside
C36H37O19	C16372	Cyanidin 3-glucoside 5-caffeoylglucoside
C30H31O20	C16373	Cyanidin-3-O-(6''-O-malonyl-2''-O-glucuronyl)glucoside
C45H68N7O17P3S	C16374	"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahepta-2,6,9,12,15,18,21-enoyl-CoA"
C10H14N2	C16386	(R)-Nicotine
C45H70N7O17P3S	C16387	"(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA"
C7H5N3O6	C16391	Trinitrotoluene
C7H7N3O5	C16393	"2-Hydroxylamino-4,6-dinitrotoluene"
C7H7N3O4	C16395	"2-Amino-4,6-dinitrotoluene"
C7H9N3O2	C16397	"2,6-Diamino-4-nitrotoluene"
C7H11N3O	C16399	"2,4-Diamino-6-hydroxylaminotoluene"
C7H11N3	C16400	"2,4,6-Triaminotoluene"
C7H9N3O3	C16403	4-Amino-2-hydroxylamino-6-nitrotoluene
C16H14O6	C16405	Homoeriodictyol chalcone
C14H10N6O9	C16413	"2,2',6,6'-Tetranitro-4,4'-azoxytoluene"
C7H9N3O4	C16414	2-Amino-5-hydroxyl-4-hydroxylamino-6-nitrotoluene
C15H14O5	C16415	5-Deoxyleucopelargonidin
C9H11N3O3	C16420	4-Acetamido-2-amino-6-nitrotoluene
C5H10BO7	C16421	AI-2
C22H24O11	C16422	Hesperetin 7-O-glucoside
C15H24N5O13P3	C16424	Isopentenyladenosine-5'-triphosphate
C15H23N5O10P2	C16426	Isopentenyladenosine-5'-diphosphate
C15H21N5O4	C16427	Isopentenyl adenosine
C15H24N5O14P3	C16428	trans-Zeatin riboside triphosphate
C15H23N5O11P2	C16429	trans-Zeatin riboside diphosphate
C6H10N2O3	C16432	5-Hydroxyectoine
C5H11NO2	C16436	Valine
C15H22N5O8P	C16441	cis-Zeatin riboside monophosphate
C16H23N5O6	C16443	trans-Zeatin-7-beta-D-glucoside
C15H24N5O8P	C16445	Dihydrozeatin riboside monophosphate
C15H23N5O5	C16447	Dihydrozeatin riboside
C16H25N5O6	C16448	Dihydrozeatin-O-glucoside
C15H21N5O5	C16449	cis-Zeatin riboside
C4H6	C16450	"1,3-Butadiene"
C9H11N3O	C16452	N'-Nitrosonornicotine
C10H13N3O2	C16453	4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone
C20H24N10O14P2	C16463	"3',5'-Cyclic diGMP"
C31H52N7O17P3S	C16464	Citronellyl-CoA
C31H50N7O17P3S	C16465	trans-Geranyl-CoA
C30H48N7O18P3S	C16466	7-Methyl-3-oxo-6-octenoyl-CoA
C28H44N7O17P3S	C16468	"(2E)-5-Methylhexa-2,4-dienoyl-CoA"
C28H46N7O18P3S	C16469	3-Hydroxy-5-methylhex-4-enoyl-CoA
C28H46N7O17P3S	C16470	5-Methylhex-4-enoyl-CoA
C28H44N7O18P3S	C16471	5-Methyl-3-oxo-4-hexenoyl-CoA
C6H5FO2	C16473	4-Fluorocatechol
C6H5FO4	C16477	5-Fluoromuconolactone
C7H7FO4	C16482	"2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
C6H7FO2	C16484	"1-Fluorocyclohexadiene-cis,cis-1,2-diol"
C6H5FO	C16485	4-Fluorophenol
C21H22O10	C16492	8-C-Glucosylnaringenin
C27H44O5	C16495	2-Deoxyecdysone
C27H44O6	C16496	3-Epiecdysone
C27H42O5	C16497	3-Dehydro-2-deoxyecdysone
C27H44O8	C16500	"20,26-Dihydroxyecdysone"
C16H26O2	C16503	Methyl farnesoate
C16H28O4	C16505	(10S)-Juvenile hormone III diol
C15H26O4	C16506	(10S)-Juvenile hormone III acid diol
C16H29O7P	C16507	(10S)-Juvenile hormone III diol phosphate
C16H26O4	C16508	12-trans-Hydroxy juvenile hormone III
C4H9NO5S	C16511	L-Homocysteic acid
C18H37NO2	C16512	Palmitoylethanolamide
C22H34O2	C16513	"(7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid"
C10H10N2OS	C16516	Indolylmethylthiohydroximate
C16H20N2O6S	C16517	Indolylmethyl-desulfoglucosinolate
C13H15N3O3S	C16518	S-(Indolylmethylthiohydroximoyl)-L-cysteine
C14H16O9	C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
C5H8	C16521	Isoprene
C40H47NO12	C16523	3'-N-Debenzoyl-2'-deoxytaxol
C40H47NO13	C16524	3'-N-Debenzoyltaxol
C22H36O2	C16527	"7,10,13,16-Docosatetraenoic acid"
C43H78N7O17P3S	C16528	Docosanoyl-CoA
C45H82N7O17P3S	C16529	Tetracosanoyl-CoA
C43H76N7O17P3S	C16531	Docosenoyl-CoA
C45H80N7O17P3S	C16532	Tetracosenoyl-CoA
C22H40O2	C16533	"13,16-Docosadienoic acid"
C17H32O2	C16536	9E-Heptadecenoic acid
C35H32MgN4O6	C16541	Chlorophyllide b
C33H38N4O8	C16542	APC
C28H30N4O6	C16543	NPC
C26H29NO2	C16545	Tamoxifen N-oxide
C25H27NO	C16546	N-Desmethyltamoxifen
C24H25NO	C16548	"N,N-Didesmethyltamoxifen"
C25H27NO2	C16549	alpha-Hydroxy-N-desmethyltamoxifen
C14H22N2O2	C16560	3-Hydroxylidocaine
C12H18N2O	C16561	Monoethylglycinexylidide
C20H41N7O5S	C16562	Glutathionylspermine
C30H56N10O10S2	C16563	Bis(glutathionyl)spermine
C30H54N10O10S2	C16564	Bis(glutathionyl)spermine disulfide
C8H21N3	C16565	Aminopropylcadaverine
C18H36N6O5S	C16566	Glutathionylaminopropylcadaverine
C28H51N9O10S2	C16567	Homotrypanothione
C28H49N9O10S2	C16568	Homotrypanothione disulfide
C17H26N2O2	C16574	4'-Hydroxyropivacaine
C17H19NO3	C16576	Norcodeine
C24H29NO9	C16577	Codeine-6-glucuronide
C11H14N2O5	C16584	p-Hydroxyfelbamate
C8H12O5	C16589	2-Oxosuberate
C7H12O3	C16590	7-Oxoheptanoic acid
C10H11NO4	C16591	3-Carbamoyl-2-phenylpropionic acid
C9H8O	C16592	Atropaldehyde
C7H14O2S	C16593	7-Mercaptoheptanoic acid
C11H21NO4S	C16594	7-Mercaptoheptanoylthreonine
C10H11NO3	C16595	"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one"
C8H12O7	C16597	(-)-threo-Iso(homo)2-citrate
C9H14O7	C16600	(-)-threo-Iso(homo)3-citrate
C15H12N2O2	C16602	3-Hydroxycarbamazepine
C15H12N2O3	C16603	"2,3-Dihydroxycarbamazepine"
C14H11NO	C16604	2-Hydroxyiminostilbene
C14H9NO	C16605	"2H-Dibenz[b,f]azepin-2-one"
C20H21FN2O2	C16607	Citalopram N-oxide
C19H19FN2O	C16608	Demethylcitalopram
C18H17FN2O	C16609	Didemethylcitalopram
C18H14FNO3	C16610	Citalopram propionic acid
C19H18FNO2	C16611	Citalopram alcohol
C18H14FNO2	C16612	Citalopram aldehyde
C5H4N4O2S	C16613	6-Thiourate
C6H6N4S	C16614	6-Methylmercaptopurine
C11H15N4O7PS	C16615	6-Methylthiopurine 5'-monophosphate ribonucleotide
C10H14N4O10P2S	C16616	6-Mercaptopurine ribonucleoside 5'-diphosphate
C10H15N4O13P3S	C16617	6-Mercaptopurine ribonucleoside triphosphate
C10H13N4O8PS	C16618	6-Thioxanthine 5'-monophosphate
C10H14N5O7PS	C16619	6-Thioguanosine monophosphate
C11H16N5O7PS	C16620	6-Methylthioguanosine monophosphate
C4H5N3O2	C16621	1-Methyl-4-nitroimidazole
C8H8N2O3	C16623	Isonicotinylglycine
C9H9N3O3	C16624	Isoniazid pyruvate
C11H11N3O5	C16625	Isoniazid alpha-ketoglutaric acid
C12H15N3O4S	C16626	Albendazole sulfone
C10H13N3O2S	C16627	Albendazole-2-aminosulfone
C12H15N3O5S	C16629	Albendazole-gamma-hydroxysulphone
C4H5FN2O2	C16630	"5,6-Dihydro-5-fluorouracil"
C4H7FN2O3	C16631	alpha-Fluoro-beta-ureidopropionic acid
C3H6FNO2	C16632	alpha-Fluoro-beta-alanine
C9H11FN2O6	C16633	5-Fluorouridine
C9H12FN2O9P	C16634	5-Fluorouridine monophosphate
C9H12FN3O4	C16635	5'-Deoxy-5-fluorocytidine
C5H11O7P	C16637	5-Deoxyribose-1-phosphate
C33H38N4O6	C16641	Irinotecan
C23H27NO9	C16643	Morphine-3-glucuronide
C43H74N7O17P3S	C16645	"(13Z,16Z)-Docosadi-13,16-enoyl-CoA"
C8H14O3	C16655	2-n-Propyl-4-oxopentanoic acid
C7H12O4	C16657	2-Propylsuccinic acid
C20H23N	C16659	"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine"
C19H21N	C16660	"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline"
C22H29NO2	C16661	L-alpha-Acetyl-N-normethadol
C21H27NO2	C16662	"L-alpha-Acetyl-N,N-dinormethadol"
C15H30O2	C16665	12-Methyltetradecanoic acid
C8H11NO2	C16666	Vanillylamine
C31H60O5	C16667	"1,2-Dimyristyl-sn-glycerol"
C16H20N2O5S	C16672	Benzylpenicilloic acid
C6H10N2O4	C16674	Formylisoglutamine
C7H9N5O	C16675	7-Aminomethyl-7-carbaguanine
C11H22N2O8	C16692	Mannopine
C13H16O2	C16694	Plastoquinone-1
C10H17N3O	C16696	Dolichotheline
C8H13NO	C16697	1-Indolizidinone
C11H20NO11P	C16698	N-Acetylmuramic acid 6-phosphate
C12H17NO3	C16704	Anhalonidine
C13H19NO3	C16705	Anhalonine
C20H23NO5	C16712	Deacetylcolchicine
C21H25NO5	C16713	Floramultine
C22H27NO5	C16714	Kreysigine
C26H32O9	C16718	Limonoate A-ring-lactone
C9H13NO	C16719	(-)-Norephedrine
C15H17NO3	C16721	Platydesmine
C26H28N2O9	C16723	Pumiloside
C26H30N2O8	C16724	Strictosamide
C26H28N2O8	C16725	Deoxypumiloside
C19H24N2O	C16727	Cinchonamine
C20H22N2O2	C16728	Quinidinone
C19H22N2O	C16735	Corynantheal
C6H15N2O6P	C16743	Phosphoallohydroxy-L-lysine
C9H12N2O6	C16745	Spongouridine
C17H37N7O4	C16747	Spergualin
C44H66O16	C16749	Acetylgitaloxin
C17H27NO6	C16751	Acetyllycopsamine
C24H32O10	C16752	Acevaltrate
C9H14OS3	C16758	(E)-Ajoene
C30H22O12	C16763	Luteoskyrin
C30H22O10	C16764	Rugulosin
C13H14O5	C16765	Citrinin
C23H30O6	C16766	Citreoviridin
C26H30O11	C16767	Rubratoxin B
C31H46O10	C16771	Oscillatoxin A
C22H30O5	C16781	Jasmolin II
C17H35N	C16782	(-)-Solenopsin A
C41H68O13	C16784	HMT-toxin
C33H62O8	C16785	PM-toxin B
C23H31N3O6	C16786	AM-toxin I
C23H27NO6	C16787	AK-toxin I
C7H7N5O2	C16789	Toxoflavine
C18H25NO4	C16790	Coronatine
C17H26O3	C16792	Panaxytriol
C32H64O3	C16793	Corynomycolic acid
C19H38O2	C16794	Tuberculostearic acid
C15H10O5	C16796	Islandicin
C42H40O19	C16798	Sennoside D
C27H32O14	C16799	Cascaroside B
C26H28O14	C16803	Glucofrangulin B
C19H16O3	C16806	Coumatetralyl
C31H24O3	C16807	Difenacoum
C25H22O10	C16808	Isosilybin
C22H26O3	C16810	Bioresmethrin
C15H16O4	C16812	Homobaldrinal
C20H24O10	C16816	Ginkgolide M
C5H7NOS	C16817	Goitrin
C7H11NO2	C16821	Guvacoline
C20H17N3O4	C16822	9-Aminocamptothecin
C22H32N4O4	C16823	Distigmine
C15H18O8	C16827	p-Coumaroyl-D-glucose
C9H6O4	C16828	Caffeoquinone
C30H45N8O17P3S	C16833	beta-Phenylalanoyl-CoA
C11H20N2O2	C16836	"1,4'-Bipiperidine-1'-carboxylic acid"
C6H12N2O2	C16837	4-Amino-1-piperidinecarboxylic acid
C49H70O13	C16839	Brevetoxin A
C34H65N3O5S	C16841	Squalamine
C6H10N2O6S	C16842	SQ 26180
C19H20N2O	C16846	Cinchonidinone
C6H11O8P	C16848	6-Deoxy-5-ketofructose 1-phosphate
C3H5O6P	C16849	Hydroxypyruvaldehyde phosphate
C10H17N7O9S	C16855	Gonyautoxin 1
C50H70O14	C16857	Brevetoxin B
C24H32O9	C16859	Renillafoulin A
C32H50O10	C16861	13-Deoxytedanolide
C45H75NO11	C16865	Scytophycin C
C26H45NO6S	C16868	Tauroursodeoxycholic acid
C45H70O13	C16870	Dinophysistoxin 1
C47H70O15	C16871	Pectenotoxin 1
C55H82O21S2	C16872	Yessotoxin
C16H30O	C16873	Bombykol
C28H46O7	C16874	Makisterone A
C39H43N3O11S	C16875	Trabectedin
C10H12N2O3S	C16880	S 1319
C4H10O4	C16884	D-Threitol
C27H48O5	C16890	5alpha-Cyprinol
C29H44O4	C16891	Callystatin A
C50H99NO9	C16892	KRN 7000
C26H45N2O	C16893	Stellettamide A
C29H46N2	C16894	Plakinamine A
C31H50N2	C16895	Plakinamine B
C11H12O3	C16896	Nakitriol
C43H60O12	C16899	Goniodomin A
C22H31NO5S	C16901	Latrunculin A
C20H25N3S	C16903	Perazine
C46H75NO13	C16904	Tolytoxin
C50H80N8O12	C16905	Dolastatin 11
C47H71NO12	C16907	Azaspiracid
C21H20O10	C16911	Afzelin
C13H10O	C16918	Atractylodin
C24H34O2	C16921	Bufadienolide
C24H34O4	C16922	Bufalin
C26H36O6	C16923	Bufotalin
C12H12O2	C16924	Butylidenephthalide
C12H12O	C16928	Capillone
C15H14O4	C16929	Catalpalactone
C26H34O6	C16931	Cinobufagin
C26H34O7	C16932	Cinobufotalin
C5H7N	C16933	"3,6-Dihydropyridine"
C19H14NO4	C16938	Coptisine
C15H12O6	C16940	Carthamidin
C43H42O22	C16941	Carthamin
C31H48O3	C16950	Dehydroeburicoic acid
C18H29NO3	C16952	Dihydrocapsaicin
C38H44N2O8	C16954	Disinomenine
C23H33NO	C16956	Evocarpine
C15H20O	C16959	Furanodiene
C16H22O10	C16963	Gardoside
C23H34O15	C16965	Genipin 1-beta-gentiobioside
C21H18O6	C16968	Glycyrol
C16H14O4	C16976	Isoimperatorin
C19H18O11	C16979	Isomangiferin
C22H28N2O4	C16980	Isorhynchophylline
C27H30O14	C16981	Kaempferitrin
C10H10O4	C16982	Kakuol
C14H22O2	C16983	Kobusone
C18H19NO4	C16984	Laurolitsine
C14H21N3O5	C16985	Leonurine
C26H32O5	C16986	Licoricidin
C27H44O7	C16992	Callinecdysone A
C11H16	C16993	Ectocarpen
C7H15NO4	C16994	Anthopleurine
C17H34O2	C16995	Methyl palmitate
C17H15NO3	C16997	Michelalbine
C37H59NO9	C16998	Pavoninin 1
C19H18N4O7	C16999	Futalosine
C17H26O11	C17000	Morroniside
C12H18O2	C17002	Neocnidilide
C23H24O3	C17005	Callytriol C
C16H25NS	C17007	Axisothiocyanate 3
C24H41NO10	C17008	Mycalamide A
C25H43NO10	C17009	Mycalamide B
C14H16O7	C17010	Dehypoxanthine futalosine
C15H24O9	C17011	Leonuridine
C21H30O6	C17012	Nigakilactone A
C22H32O6	C17013	Nigakilactone B
C20H14N4	C17016	Nemertelline
